date,CCS,Coal(KG/T),Bentonite(KG/T),Organic binder(KG,Furnance oil(LITR/T),i/m speed (m/min),Total Bed height (mm),lime + Coal(%),T1,T2,T3,T4,T5,T6,T7,T8,Fixed Carbon of Coal (%),production quantity,Tumble Index%,Abration Index%,Mean Dia(mm),Porosity Pellet%,Input Fe( Raw material)%,Output Fe(Pellets)%
11/29/2022,203,13.08,4.03,700,14.63,2.75,492,3.8,920,1020,1120,1220,1260,1280,1240,950,,12160,93.05,5.24,12.12,22.66,63.03,63.76
06-Mar,195,11.47,3.93,,12,2.913333333,485,3.466666667,900,1000,1100,1200,1250,1280,1200,950,,12210,93.5,4.88,12.24,22.97,62.73,63.65
10-Mar,194,10.63,3.68,,11,2.81,516,3.666666667,900,1000,1100,1200,1250,1280,1200,950,,12225,93.44,5,12.25,22.9,62.59,63.45
08-Mar,194,11.59,3.92,,11,2.885,503,3.4,900,1000,1100,1200,1250,1280,1200,950,,12255,93.62,4.65,12.31,22.96,62.64,63.52
10/31/2022,198,10.04,4.9,800,14.02,2.95,535,3.1,900,1000,1100,1200,1240,1260,1240,950,,12255,93.79,4.54,11.95,23.12,62.56,63.39
10/14/2022,189,10.11,6.04,330,13.67,3.1,493.6666667,3.116666667,920,1040,1140,1226,1250,1266,1226,950,84.095,12260,93.48,4.98,12.35,23.41,63.22,63.83
17-Jan,183,12.88,3.91,450,16,2.943333333,484,3.3,900,1050,1150,1220,1280,1280,1270,950,86.02,12265,93.04,5.04,11.84,23.92,61.91,62.87
11/24/2022,197,13.52,3.99,750,14.66,3,465,4,900,1000,1100,1200,1240,1260,1240,950,,12280,93.26,5.26,11.82,22.84,63.04,63.67
11/27/2022,193,13.36,3.99,725,13.98,2.87,513,4,900,1000,1100,1220,1260,1280,1240,950,,12280,93.04,5.36,11.84,22.89,63.18,63.87
12-07-2022,202,12.25,4.3,600,12.75,3.1,472,3.5,900,1000,1120,1180,1240,1260,1240,950,,12330,93.82,4.64,11.9,22.86,63.32,63.98
12-03-2022,205,12.63,5.02,525,13.61,2.9,492,3.333333333,900,1000,1120,1200,1240,1240,1220,950,,12350,94.17,4.33,12.04,22.51,63.02,63.9
10/24/2022,202,10.04,4.86,650,13.6,2.88,502,3.2,900,1000,1100,1200,1240,1260,1240,950,,12350,93.93,4.5,12.22,22.8,62.97,63.69
12-04-2022,202,12.69,4.45,525,12.46,3,494,3.3,900,1000,1120,1200,1240,1240,1220,950,,12370,93.93,4.42,11.85,22.43,63,63.71
07-Mar,198,11.45,3.87,,11,2.88,491.8,3.4,900,1000,1100,1200,1250,1280,1200,950,,12405,93.76,4.78,12.15,22.9,62.68,63.55
10/23/2022,208,9.99,4.35,475,13.72,2.9,502,3.1,900,1000,1100,1200,1240,1260,1240,950,,12410,93.95,4.44,12.45,22.67,62.99,63.6
19-Jan,179,12.72,3.95,450,15,3.003333333,510.6666667,3.233333333,900,1050,1150,1220,1280,1280,1280,950,85.8,12420,92.87,5.33,11.83,24.02,61.88,62.69
10/25/2022,203,10.03,4.41,700,12.86,2.8,503,3.2,900,1000,1100,1200,1240,1260,1240,950,,12460,93.73,4.69,11.98,22.58,62.91,63.76
12-09-2022,203,11.56,4.65,525,13.64,3.05,493,3.3,900,1126.666667,1126.666667,1183.333333,1240,1280,1250,950,,12460,93.84,4.89,12.17,23.14,62.62,63.53
12-12-2022,204,12.74,4.49,525,12.5,2.9,505,3.7,900,1000,1100,1150,1240,1260,1166.666667,950,,12480,94.21,4.33,12.09,23.48,62.89,63.67
12/14/2022,205,13.84,4.4,600,13.21,3.1,488.8333333,3.7,900,1000,1100,1200,1240,1260,1240,950,,12500,94.26,4.37,12.1,23.01,62.77,63.35
11/25/2022,198,13.27,4.64,775,13.86,2.8,482,4,900,1000,1100,1240,1280,1300,1280,950,,12505,93.69,4.58,11.66,22.55,63.29,63.92
12/16/2022,204,12.31,4.24,500,12.04,3.15,495,3.4,900,1000,1100,1150,1240,1270,1150,950,,12510,93.73,4.8,12.09,22.74,62.8,63.53
11/23/2022,200,12.63,4.24,450,15.05,2.75,542,3.6,906,1020,1120,1220,1240,1260,1220,950,,12510,93.73,4.52,12.08,22.01,62.65,63.37
10/19/2022,196,10.07,4.64,625,13.64,3,498,2.966666667,920,1050,1150,1220,1250,1260,1240,950,,12510,94.05,4.65,12.26,23.06,62.78,63.55
12-10-2022,203,12.31,4.32,525,13.22,3.04,492,3.7,900,1000,1100,1150,1240,1270,1240,950,,12510,93.92,4.4,12.06,23.11,62.8,63.62
9/19/2022,209,12.78,5.99,0,13.76,2.966666667,500,3.3,900,1000,1120,1220,1240,1260,1280,950,,12520,93.99,4.67,12.38,23.01,62.99,63.56
10/20/2022,199,10.14,4.63,600,11.69,3,504.6666667,3,900,1000,1100,1200,1240,1260,1240,950,,12525,94.4,4.13,11.92,22.96,62.75,63.38
11/19/2022,204,11.73,4.07,750,14.61,3,492,3.8,920,1020,1120,1240,1280,1300,1280,950,,12530,94.42,4.18,12.07,21.82,61.98,63.33
7/30/2023,202,15.79,3.99,625,13.5,3.367047619,438.3,3.195238095,900,1000,1099.619048,1076,1206,1251,1267,950,63.71,12540,93.54,4.55,12.57,23.69,62.25,63.2
12-11-2022,202,12.99,4.38,500,12.72,3.07,485,3.7,900,1000,1100,1150,1240,1270,1240,950,,12550,93.62,4.73,12.06,22.78,62.79,63.64
12/13/2022,205,12.69,5.16,500,12.58,3.15,498.8333333,3.6,900,1000,1100,1150,1240,1260,1150,950,,12605,93.45,4.71,12.15,23.65,62.81,63.44
12/15/2022,203,13.28,4.27,525,12.02,2.9,500,3.8,900,1000,1100,1200,1240,1260,1240,950,,12650,94.03,4.38,12.04,23.16,62.64,63.19
18-Jan,177,12.71,3.95,500,15,2.87,498,3.3,900,1050,1150,1220,1280,1280,1280,950,85.18,12665,92.78,5.39,11.71,24.19,61.85,62.78
7/24/2023,202,13.8,3.86,800,13.43,3.285904762,457.1,3.30952381,900,1000,1100.761905,1112,1222,1257,1249,950,77.8,12685,93.6,4.82,12.38,23.44,62.5,63.46
12/17/2022,202,11.9,4.26,525,12.32,3.05,494,3.3,900,1000,1100,1150,1260,1260,1150,950,,12690,93.69,4.6,11.98,23.27,62.83,63.57
11-09-2022,196,9.98,4.25,425,13.58,3,510,3.9,900,1000,1100,1220,1260,1260,1280,950,,12720,93.92,4.41,11.95,23.56,61.84,62.62
12/25/2022,199,14.07,6.05,0,11.34,3.15,492,3.6,900,1000,1100,1150,1240,1260,1130,950,,12725,92.89,5.34,12.19,22.35,62.69,63.48
12/24/2022,197,13.1,6.12,0,12.12,2.8,510,3.6,900,1000,1100,1150,1246,1266,1130,950,,12745,93.36,4.91,12.05,22.69,62.74,63.64
10/28/2022,200,10.02,4.23,550,12.98,2.8,499,2.9,900,1000,1100,1200,1240,1260,1240,950,,12770,94,4.73,11.74,22.51,62.61,63.65
09-Jul,219,12.68,5.17,425,15,3.15,499,3.33,900,970,1080,1180,1240,1260,1280,950,,12775,94.58,3.95,12.73,23.39,62.29,63.12
11/14/2022,205,11.09,5,725,13.76,2.8,510,3.2,920,1020,1120,1220,1260,1280,1243,950,,12800,94.34,4.37,11.97,22.91,62.68,63.49
10/26/2022,203,8.08,5.05,575,12.73,3,500,3.1,900,1000,1100,1200,1240,1260,1240,950,,12865,93.87,4.57,11.88,22.67,62.87,63.73
11/13/2022,202,10.46,4.61,650,14.3,2.8,537,3.2,920,1020,1120,1220,1260,1280,1240,950,,13005,94.24,4.4,12.02,22.58,62.63,63.42
11/15/2022,204,11.61,4.46,550,14.36,2.8,529.1666667,3.3,920,1020,1120,1220,1260,1280,1260,950,,13005,94,4.58,12.11,22.62,62.83,63.62
10/29/2022,205,9.99,4.53,725,13.24,2.75,505,2.9,900,1000,1100,1200,1240,1260,1240,950,,13010,94.09,4.51,11.96,22.8,62.87,63.6
10/16/2022,197,9.68,4.15,600,13.05,3.03,498.5,2.97,900,1000,1100,1200,1240,1260,1240,950,,13010,93.69,4.83,12.32,22.18,63.03,64.14
11/16/2022,202,12.06,3.84,600,13.96,3.1,506.5,3.7,920,1020,1120,1220,1260,1280,1260,950,,13015,93.57,4.81,12.19,21.72,62.86,63.64
11-10-2022,201,9.98,4.61,550,12.72,2.98,492.6666667,2.9,900,1000,1100,1200,1243,1260,1240,950,,13020,94.27,4.25,12.16,22.61,62.89,63.55
10/27/2022,199,8.45,4.84,600,13.32,3.1,502,2.9,900,1000,1100,1200,1240,1260,1240,950,,13025,93.68,4.85,11.98,22.65,62.44,63.55
10/17/2022,199,10.13,4.22,600,12.13,3,493,3,900,1000,1100,1200,1240,1260,1240,950,,13025,93.81,4.81,11.84,22.91,62.93,63.88
22-Jun,208,12.82,5.07,,12.03,3.1,498,3.45,900,1086.666667,1186.666667,1246.666667,1246.666667,1266,1386,950,,13030,93.56,4.59,12.74,22.6,62.35,63.2
10-11-2022,193,10.43,5.91,0,12.04,3.06,503,3,920,1020,1120,1240,1260,1280,1220,950,,13035,93.61,5.09,12.14,22.96,62.99,63.74
10/15/2022,202,9.74,5.98,0,12.85,3.1,500.6666667,2.85,920,1050,1150,1220,1240,1260,1240,950,,13045,94.13,4.36,12.24,23.01,63.21,64.07
11-12-2022,200,11.64,4.75,650,13.41,2.85,514,3.4,920,1020,1120,1220,1260,1280,1250,950,,13055,94.29,4.43,12.07,22.76,62.86,63.61
11-11-2022,197,12.62,3.67,525,13.87,3,520,3.7,900,1000,1100,1220,1260,1280,1240,950,,13070,94.22,4.41,12.04,22.88,63.06,63.74
10-08-2022,200,14.36,6.04,0,11.3,3.1,509,3.4,900,1000,1100,1160,1220,1226,1226,950,,13090,93.97,4.67,12.39,22.97,63.11,63.65
10/18/2022,196,10.08,4.43,600,12.39,2.993333333,492.6666667,2.95,900,1000,1100,1200,1243,1260,1240,950,,13090,92.94,5.79,11.66,23.01,63.09,63.85
10-12-2022,194,12.43,6.03,0,12.69,3.1,502.5,3.1,920,1020,1120,1240,1260,1280,1220,950,,13110,93.18,5.1,12.37,22.36,63.12,64.16
10-10-2022,193,13.03,5.95,0,12.55,3.1,507,3.2,900,1006,1106,1240,1240,1260,1206,950,83.9,13120,92.67,5.64,12.25,22.98,63.09,63.79
14-Jul,212,11.19,4.79,400,14,3.1,503,3,900,1000,1100,1220,1250,1260,1280,950,,13140,93.86,4.46,12.33,22.34,62.15,63.09
10/13/2022,187,10.49,6.08,0,12.77,3.1,509,3.4,920,1050,1150,1240,1260,1280,1260,950,83.983,13150,93.33,4.78,12.22,23.14,63.09,64
12-Jul,207,12.18,4.92,500,13,3.2,494.8333333,3.2,900,1000,1100,1220,1260,1270,1290,950,,13220,93.85,4.75,12.15,22.9,62.58,63.2
10-09-2022,194,14.72,6.19,0,12.56,3.1,506.3333333,3.4,900,1000,1100,1200,1220,1240,1200,950,,13245,93.53,5.06,12.28,22.51,63.15,63.82
13-Jul,204,11.18,4.8,325,14,3.15,507,3,900,1000,1100,1220,1250,1270,1290,950,,13330,93.66,4.63,12.44,23.89,62.26,63.12
23-Jun,213,12.63,5.16,,11.22,3.15,504.5,3.4,900,980,1080,1180,1240,1260,1280,950,,13380,93.86,4.32,12.81,23.77,62.31,63.17
27-Jun,211,12.51,6.33,,12.97,,501.8333333,2.81,900,1000,1120,1220,1240,1260,1280,950,,13425,93.59,4.92,12.64,23.21,62.62,63.05
18-Jun,205,12.73,5.11,390,11.81,3.2,505,3.3,900,1000,1100,1220,1240,1260,1280,950,,13515,93.58,4.51,12.42,23.66,62.63,63.21
09-Jun,200,12.17,4.79,400,13.08,3.2,508.8333333,3.383333333,900,1000,1100,1200,1233.333333,1253.333333,1273.333333,950,,13560,94.18,4.3,12.5,23.65,62.64,63.48
10-Jun,198,12.9,4.64,400,13.23,3.2,509.3333333,3.7,900,1000,1100,1200,1240,1250,1273.333333,950,,13800,94.28,4.33,12.48,22.74,62.67,63.61
15-Jun,205,15.2,4.97,375,12.35,3.2,502.3333333,4.2,900,1000,1100,1200,1230,1250,1270,950,,13880,93.95,4.53,12.66,23.35,62.62,63.38
17-Jun,200,15.4,5.01,300,12.2,3.2,509,4.2,900,1000,1100,1220,1250,1270,1290,950,,13965,93.24,4.97,12.53,23.61,62.51,63.11
14-Jun,208,14.46,4.8,400,12.76,3.25,525.1666667,4,900,1000,1100,1200,1230,1250,1270,950,,13970,94.38,4.3,12.36,23.4,62.61,63.49
25-Feb,185,14.98,4.15,420,14,3.05,492.6666667,3.4,900,1000,1100,1200,1300,1280,1280,946.6666667,86.24,12280,93.01,5.03,11.94,23.81,61.77,62.61
20-Apr,200,11.99,3.92,500,12,3.003333333,496.8333333,3.533333333,850,1050,1150,1153.333333,1230,1226.666667,1236.666667,946.6666667,,13010,93.83,4.46,11.79,22.69,61.64,62.4
12-May,204,14.59,3.86,463,13,3.266666667,471,3.166666667,850,1050,1150,1220,1240,1250,1240,940,,11922,93.39,4.82,11.33,23.25,61.57,62.45
10-May,203,14.99,4,480,13,3.203333333,469.6666667,3.666666667,850,1050,1150,1220,1240,1240,1250,940,,12010,93.79,4.29,11.29,23.32,61.33,62.32
19-Apr,204,11.98,3.84,450,12,2.76,496.8333333,3.5,850,1050,1150,1220,1240,1220,1230,940,,13025,93.88,4.4,11.7,22.42,61.57,62.38
15-Oct,194,13,3.94,450,13,2.803333333,457.3333333,3.133333333,900,1000,1150,1200,1280,1280,1250,933.3333333,83.69,11165,93.09,4.92,12.36,23.66,62.09,62.57
22-May,196,14.98,3.98,460,12,2.913333333,460,2.8,850,1040,1140,1200,1220,1223.333333,1190,933.3333333,,11545,93.48,4.69,11.31,23.21,62.29,63.26
13-May,197,15.01,4.03,466,13,3.2,474.1666667,3.016666667,850,1050,1150,1220,1240,1250,1240,933.3333333,,11660,93.48,4.86,11.33,23.14,61.87,62.77
04-May,201,12.99,4,420,12,3.25,445.6666667,3.433333333,850,1050,1150,1160,1246.666667,1246.666667,1226.666667,933.3333333,,12010,93.52,4.71,11.48,22.85,60.83,61.85
11-May,205,14.99,4.08,481,12,3.216666667,453,3.366666667,850,1050,1150,1220,1240,1243.333333,1243.33,933.3333333,,12011,93.56,4.64,11.44,23.18,61.52,62.51
08-Apr,195,14.94,3.98,450,10,3.023333333,495,3.133333333,1020,1050,1150,1240,1253.333333,1260,1260,933.3333333,65.14,12050,92.94,5.19,11.84,23.71,61.68,62.48
16-Feb,187,14.94,4.02,450,13,2.856666667,489.5,3.433333333,900,1000,1100,1200,1250,1280,1280,933.3333333,82.46,12185,92.63,5.7,11.7,23.97,61.76,62.33
26-Apr,202,12.99,4,400,12,3.083333333,471.3333333,2.966666667,850,1050,1150,1220,1246.666667,1246.666667,1236.666667,933.3333333,,12240,93.83,4.4,11.65,23.14,61.29,62.12
07-May,200,13.02,3.98,420,12,3.193333333,454,2.28,850,1050,1150,1220,1240,1246.666667,1253.333333,926.6666667,,12055,93.24,4.87,11.33,23.65,61.38,62.11
24-Feb,187,14.92,4.1,420,14,3.1,489.5,3.45,900,1000,1100,1200,1300,1280,1280,926.6666667,85.8,12200,93.13,5.05,11.95,23.75,61.89,62.74
03-May,204,12.99,3.88,250,13,2.425,292.7,3.375,825,925,1000,1035,1055,1055,1045,925,,7470,94.04,4.19,11.12,23.19,60.81,61.79
10/30/2022,198,10.01,4.57,750,13.71,2.75,500,2.85,900,1000,1100,1240,1240,1260,1250,925,,12690,94.12,4.5,12.06,22.76,62.88,63.51
09-May,206,13.26,4.08,480,13,3.246666667,458.5,3.566666667,850,1050,1150,1220,1240,1240,1250,920,,11761.45,93.87,4.36,11.42,23.44,61.12,62.11
04-Dec,185,14.98,3.91,450,15,3.14,494.3333333,3.466666667,900,1020,1150,1230,1286.666667,1250,1250,920,85.25,12020,92.45,5.68,12.15,23.95,61.89,62.42
18-Dec,194,12.06,3.99,450,14,2.916666667,484.6666667,2.9,926.6666667,1040,1123.333333,1240,1273.333333,1273.333333,1250,920,85.54,12020,93.39,5.17,12.32,23.66,62.09,63.04
11-Jun,206,15.02,3.98,485,12,3.15,470.5,3.7,850,1040,1140,1200,1200,1200,1160,920,,12050,93.69,4.62,11.56,23.07,62.68,63.4
30-Oct,194,12.95,3.9,75,14,3.116666667,484.6666667,2.9,820,1000,1150,1200,1273.333333,1273.333333,1250,920,83.24,12050,93.43,4.91,12.06,23.94,62.1,62.81
10-Jun,204,14.98,3.97,485,12,3.166666667,474,3.7,850,1040,1140,1200,1200,1200,1160,920,,12085,93.7,4.6,11.86,23.18,62.48,63.44
23-Feb,191,15,3.93,420,14,3.096666667,487.5,3.166666667,900,1000,1100,1200,1300,1280,1280,920,84.52,12205,93.07,5.19,11.98,23.54,61.86,62.65
22-Feb,187,15,3.95,460,13,3,481.3333333,3.25,900,1000,1100,1200,1300,1280,1280,920,84.13,12410,93.04,5.17,11.79,23.52,61.85,62.75
14-Feb,183,14.99,4,400,14,3.05,487,3.366666667,900,1016.666667,1146.666667,1240,1286.666667,1273.333333,1280,916.6666667,84.54,11005,92.89,5.46,11.64,24.3,61.8,62.4
20-May,193,15,4,480,12,3.033333333,476,3,850,1040,1150,1220,1240,1240,1216.666667,916.6666667,83.43245503,12000,93.92,4.31,11.27,23.31,62.71,63.55
13-Feb,185,15,3.89,450,13,3.096666667,491,3.1,900,1050,1160,1240,1300,1280,1280,916.6666667,83.41,12090,92.84,5.52,11.87,24.21,61.79,62.41
03-Dec,191,12.98,3.83,450,14,3.076666667,479.6666667,3.3,856.6666667,1006.666667,1150,1230,1300,1250,1250,913.3333333,85.02,12015,93.03,5.02,12.28,23.81,62.1,62.8
09-Dec,187,12.93,3.91,350,16,3.01,479,3.233333333,900,1050,1200,1250,1300,1250,1250,910,85.57,9205,92.76,5.35,12.16,23.66,62.13,63.27
08-Dec,188,12.93,3.91,350,13,2.96,482.6666667,3.066666667,900,1050,1200,1250,1300,1250,1250,910,84.13,11520,93.19,5,12.18,23.74,62.21,63.23
05-Dec,184,14.93,3.94,400,15,3.09,478.8333333,3.516666667,900,1020,1150,1230,1280,1250,1250,910,84.9,11925,92.43,5.65,12.16,24.29,61.98,62.32
30-May,202,15.01,4,490,12,3.133333333,468,3.3,850,1040,1140,1200,1200,1200,1160,910,,12260,93.78,4.48,11.62,23.02,62.31,63.06
08-May,203,12.99,4,480,12,3.183333333,447,2.233333333,850,1050,1150,1220,1240,1240,1243.333333,906.6666667,,12005,93.6,4.6,11.35,23.3,61.37,62.24
16-Dec,194,12,3.98,,15,3.12,488.8333333,3.166666667,900,1030,1130,1230,1280,1280,1250,906.6666667,83.56,12060,92.76,5.27,12.34,23.59,62.05,62.91
15-Dec,188,12,3.97,350,14,3.08,495,3.233333333,900,1030,1130,1230,1280,1280,1250,906.6666667,83.94,12100,92.6,5.14,12.24,23.89,62.07,62.93
09-Jan,192,12.7,6.19,0,26,2.81,499.6666667,2.933333333,950,1050,1150,1250,1280,1200,1066.666667,900,88.34533333,3070,93.65,4.9,12.23,23.6,61.88,62.87
18-Feb,187,15,4,200,17,3.02,490,3.183333333,900,1000,1100,1200,1280,1280,1280,900,84.03,8000,93.22,5.19,11.88,23.45,62.07,62.97
11-Nov,191,16.9,3.92,300,17,3.023333333,485,3.066666667,820,1000,1150,1250,1280,1280,1250,900,85.37666667,8165,92.88,5.38,12.34,22.8,62.28,63.25
14-Nov,193,16.96,3.9,260,16,3.066666667,471.3333333,2.883333333,820,1000,1150,1150,1280,1280,1250,900,86.28,8195,93.77,4.31,12.07,23.67,62.12,63.16
10-Jan,187,13,6.39,0,19,2.6,494,3.166666667,950,1050,1150,1250,1270,1233.333333,1116.666667,900,84.61,9080,93.01,5,11.98,23.44,62.44,63.04
24-Apr,186,14.99,3.98,350,12,3.07,462.1666667,3.666666667,850,966.6666667,1033.333333,1080,1093.333333,1100,1106.666667,900,84.09,9540,93.55,4.58,11.73,23.26,61.33,62.08
16-Nov,196,13.01,3.89,380,16,2.983333333,499.8333333,2.766666667,820,1000,1150,1250,1280,1280,1250,900,86.92,10530,93.23,4.78,12.29,23.41,61.96,63.13
06-Jan,195,13,6.48,0,16,2.846666667,476.5,3.4,950,1050,1150,1250,1280,1150,1116.666667,900,84.15,10650,93.78,4.43,11.91,23.71,61.9,62.66
17-Nov,203,12.94,3.88,360,15,2.8,471.1666667,2.633333333,820,1000,1150,1240,1266.666667,1266.7,1250,900,85.34,10820,93.39,4.68,12.35,23.17,61.81,62.9
24-Nov,202,15,3.86,400,17,2.93,445,2.8,820,1000,1150,1220,1293.333333,1280,1250,900,63.08,10870,92.97,5.16,12.22,23.41,62.18,62.54
23-Dec,186,12,3.91,350,17,2.866666667,501,3.4,950,1050,1150,1240,1280,1250,1150,900,87.25,11005,93.81,4.48,12.05,23.49,61.85,62.79
03-Nov,193,14.99,3.91,425,13,3.096666667,485.8333333,2.866666667,820,1000,1150,1240,1280,1280,1250,900,83.96,11005,92.57,5.59,12.16,23.74,62.11,62.77
07-Mar,186,14.99,4,450,14,2.893333333,472.5,3.5,850,950,1100,1200,1280,1280,1280,900,83.94,11010,92.8,5.37,12.26,23.71,62.07,62.82
25-Nov,202,13.98,3.9,350,17,2.906666667,464.3333333,2.7,820,1066.666667,1150,1220,1290,1280,1250,900,62.95,11015,92.64,5.39,12.37,23.9,62.2,62.49
08-Mar,187,14.95,3.99,400,13,2.793333333,484.3333333,3.6,850,950,1100,1200,1280,1280,1280,900,85.31,11035,92.96,5.28,12.34,22.95,61.96,62.82
19-Oct,193,12.95,3.89,350,15,3.033333333,471,2.633333333,900,1000,1150,1200,1260,1260,1250,900,83.98,11040,92.95,5.37,12.32,23.1,62.16,62.94
19-Nov,199,12.95,3.8,460,16,2.89,471.5,2.866666667,820,1000,1150,1220,1286.666667,1260,1250,900,85.41,11040,93.45,4.82,12.18,23.58,61.97,62.79
18-Oct,196,12.95,3.89,425,14,2.96,452,3.2,900,1000,1150,1200,1280,1280,1250,900,82.49,11045,93.51,4.8,12.38,23.71,62.09,62.49
06-Mar,195,15,3.98,450,13,2.77,479.3333333,3.316666667,850,950,1100,1200,1280,1280,1280,900,83.87,11045,92.92,5.29,12.14,23.89,61.88,62.65
26-Nov,197,14.48,3.89,400,17,3.053333333,461.5,2.766666667,820,1100,1150,1220,1283.333333,1280,1250,900,63.51,11050,92.53,5.29,12.25,23.45,62.13,62.39
22-Nov,201,15,3.89,350,15,3.003333333,479,2.7,820,1000,1150,1220,1280,1280,1250,900,63.32,11060,93.6,4.62,12.32,23.51,62.1,62.62
20-Nov,201,13.01,3.98,240,16,2.806666667,450.8333333,2.833333333,820,1000,1150,1220,1303.333333,1273.333333,1250,900,85.88,11065,93.4,4.65,12.15,23.39,62.06,62.74
18-Nov,199,12.99,3.88,440,16,2.843333333,465.8333333,2.466666667,820,1000,1150,1220,1260,1260,1250,900,87.35,11085,93.47,4.61,12.22,23.32,61.96,62.96
23-Nov,203,15,3.91,300,16,2.903333333,452,2.766666667,820,1000,1150,1220,1280,1280,1250,900,62.3,11245,93.26,4.51,12.38,23.49,62.16,62.65
07-Jan,194,12.76,6.47,0,15,2.546666667,494.6666667,3.2,950,1050,1150,1250,1280,1150,1150,900,83.73,11285,93.65,4.58,11.78,23.87,61.93,62.77
27-Nov,196,13.26,3.89,450,17,2.883333333,475,3.3,820,1100,1150,1220,1300,1290,1250,900,82.85,11310,92.44,5.42,12.24,23.71,62.19,62.58
04-Mar,187,14.96,3.94,400,13,2.906666667,468.3333333,3.466666667,900,1010,1100,1200,1300,1280,1280,900,85.97,11430,92.73,5.45,12.47,23.97,61.82,62.54
06-Oct,196,13,3.93,400,13,2.813333333,505,3.2,920,1020,1150,1230,1260,1260,1250,900,83.75,11460,93.35,4.58,12.29,23.53,62.16,63.29
15-Nov,192,17,3.98,420,15,3.1,487.3333333,2.8,820,1000,1150,1250,1280,1280,1250,900,86.57,11565,93.54,4.46,12.24,23.8,62.08,63.32
16-Oct,195,12.96,3.89,450,14,2.823333333,454,3.233333333,900,1000,1150,1200,1280,1280,1250,900,83.32,11575,93.44,4.75,12.28,23.75,62.15,62.59
25-Oct,195,12.94,3.88,400,16,3.133333333,475.3333333,3.133333333,820,1000,1150,1216.666667,1260,1260,1250,900,80.73,11590,93.12,5.19,12.34,23.49,61.99,62.87
08-Jan,192,12.88,6.44,0,16,2.69,504.1666667,2.816666667,950,1050,1150,1250,1280,1250,1200,900,84.02,11650,93.51,4.96,11.83,23.62,61.87,62.71
11-Jan,191,12.96,6.44,0,16,2.776666667,400,3,900,1000,1100,1200,1280,1280,1200,900,84.98,11650,93.03,5.13,12.05,23.8,62.11,62.91
24-Oct,193,12.93,3.94,450,16,3.026666667,474.8333333,3,820,1000,1150,1200,1260,1260,1250,900,85.25666667,11680,92.92,5.28,12.36,23.44,62.01,62.73
11-Dec,188,12.62,3.92,150,14,3.053333333,472.8333333,3.7,920,1000,1120,1220,1300,1250,1250,900,83.96,11730,92.58,5.52,12.01,23.7,62.22,63.02
31-Oct,194,14.95,3.91,150,14,3.063333333,487.3333333,3,820,1000,1150,1200,1280,1280,1250,900,82.68,11770,93.32,4.16,12.19,23.96,62.25,63.03
02-Nov,194,14.99,3.9,450,13,3,472.5,2.966666667,820,1000,1150,1200,1280,1280,1250,900,82.8,11810,92.89,5.4,12.16,24.29,62.18,63.08
26-Oct,192,12.96,3.87,450,14,3.056666667,473.1666667,3.4,820,1000,1150,1200,1260,1260,1250,900,83.05,11880,92.75,5.44,12.25,23.42,62.14,62.88
29-Nov,198,12.93,3.95,400,14,3.016666667,472.3333333,3.133333333,820,1100,1150,1220,1300,1290,1250,900,83.53,11910,93.4,5.68,12.11,23.06,62.19,63.2
28-Nov,200,12.95,3.93,400,15,2.99,472.8333333,3.416666667,820,1000,1150,1220,1300,1290,1250,900,82.64,11970,92.63,5.27,12,23.36,62.13,63.02
03-Jun,200,14.99,4,480,13,3.126666667,471.6666667,3.166666667,850,1040,1140,1200,1200,1200,1160,900,,12005,93.62,4.62,11.45,23.24,61.69,62.46
04-Nov,193,14.99,3.92,150,13,2.816666667,514.8333333,2.866666667,820,1000,1150,1200,1280,1280,1250,900,63.37,12005,92.84,5.41,12.21,23.94,62.2,62.66
19-Feb,186,14.99,3.92,420,13,3.325,480,3.366666667,900,1000,1100,1200,1280,1280,1280,900,83.89,12005,92.9,5.35,12.09,24.17,62.02,62.75
02-Jun,202,14.99,4,480,13,3.093333333,462,3.183333333,850,1040,1140,1200,1200,1200,1160,900,,12010,93.82,4.44,11.42,23.21,61.97,62.69
06-Jun,201,14.99,4,480,13,3.15,470,3.266666667,850,1040,1140,1200,1200,1200,1160,900,,12010,93.78,4.56,11.63,23.05,62.11,63.04
25-May,206,24.98,4,480,13,3.083333333,442,3.066666667,850,1040,1140,1200,1200,1200,1166.666667,900,,12010,94.17,4.05,11.41,23.02,62.09,62.82
26-May,202,14.98,4,480,13,3.133333333,461.6666667,2.966666667,850,1040,1140,1200,1200,1200,1153.333333,900,,12015,93.88,4.48,11.4,23.08,62.17,63.05
04-Jun,201,14.98,4,480,13,3.13,463.1666667,3.1,850,1040,1140,1200,1200,1180,1160,900,,12015,93.76,4.49,11.53,23.25,61.83,62.58
05-Jun,200,14.98,4,480,13,3.106666667,505.8333333,3.3,850,1040,1140,1200,1200,1200,1160,900,,12015,93.67,4.62,11.31,23.36,62.08,62.86
27-Oct,195,12.98,3.91,400,15,3.04,475.8333333,3.5,880,1000,1150,1200,1260,1260,1250,900,83.14,12015,92.64,5.6,12.03,23.83,62.04,62.83
10-Nov,195,17,3.83,380,14,3.116666667,493.5,3.3,820,1000,1150,1250,1280,1280,1250,900,63.7,12015,92.98,5.16,12.13,23.51,62.26,63.35
19-May,200,17.05,4.16,480,12,2.856666667,479.6666667,3.166666667,850,1040,1150,1223.333333,1240,1240,1186.666667,900,,12020,93.94,4.32,11.27,22.86,62.29,63.14
